"DATUM_ID","KALENDER_ID","DATUM","WOCHENTAG","TYP","TEXT","DA_T_ERSTELLT_AM","DA_T_GEAENDERT_AM"
"20281226","A","2028-12-26","Dienstag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20281231","A","2028-12-31","Sonntag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290106","A","2029-01-06","Samstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290402","A","2029-04-02","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290501","A","2029-05-01","Dienstag","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290510","A","2029-05-10","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290521","A","2029-05-21","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20291026","A","2029-10-26","Freitag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20291101","A","2029-11-01","Donnerstag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20291208","A","2029-12-08","Samstag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20291224","A","2029-12-24","Montag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20291226","A","2029-12-26","Mittwoch","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20291231","A","2029-12-31","Montag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300101","A","2030-01-01","Dienstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300610","A","2030-06-10","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300815","A","2030-08-15","Donnerstag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20301225","A","2030-12-25","Mittwoch","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310101","A","2031-01-01","Mittwoch","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310414","A","2031-04-14","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310522","A","2031-05-22","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310612","A","2031-06-12","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310815","A","2031-08-15","Freitag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20311225","A","2031-12-25","Donnerstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320106","A","2032-01-06","Dienstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320326","A","2032-03-26","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320501","A","2032-05-01","Samstag","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320527","A","2032-05-27","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20321026","A","2032-10-26","Dienstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20321101","A","2032-11-01","Montag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20321208","A","2032-12-08","Mittwoch","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20321224","A","2032-12-24","Freitag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20321226","A","2032-12-26","Sonntag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20321231","A","2032-12-31","Freitag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
