"DATUM_ID","KALENDER_ID","DATUM","WOCHENTAG","TYP","TEXT","DA_T_ERSTELLT_AM","DA_T_GEAENDERT_AM"
"20041225","A","2004-12-25","Samstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20050101","A","2005-01-01","Samstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20050325","A","2005-03-25","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20050526","A","2005-05-26","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20050815","A","2005-08-15","Montag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20051218","A","2005-12-18","Sonntag","B",,"2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20051225","A","2005-12-25","Sonntag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20060106","A","2006-01-06","Freitag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20060417","A","2006-04-17","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20060501","A","2006-05-01","Montag","HF","Maifeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20060525","A","2006-05-25","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20060615","A","2006-06-15","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20061026","A","2006-10-26","Donnerstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20061101","A","2006-11-01","Mittwoch","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20061208","A","2006-12-08","Freitag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20061224","A","2006-12-24","Sonntag","B","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20061226","A","2006-12-26","Dienstag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20061231","A","2006-12-31","Sonntag","B","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20070106","A","2007-01-06","Samstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20070406","A","2007-04-06","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20070501","A","2007-05-01","Dienstag","HF","Maifeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20071026","A","2007-10-26","Freitag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20071101","A","2007-11-01","Donnerstag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20071208","A","2007-12-08","Samstag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20071222","A","2007-12-22","Samstag","B",,"2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20071224","A","2007-12-24","Montag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20071226","A","2007-12-26","Mittwoch","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20071231","A","2007-12-31","Montag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20080101","A","2008-01-01","Dienstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20080321","A","2008-03-21","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20080522","A","2008-05-22","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20080815","A","2008-08-15","Freitag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20081221","A","2008-12-21","Sonntag","B",,"2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20081225","A","2008-12-25","Donnerstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20081227","A","2008-12-27","Samstag","B",,"2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20090101","A","2009-01-01","Donnerstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20090410","A","2009-04-10","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20090601","A","2009-06-01","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20090815","A","2009-08-15","Samstag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20091225","A","2009-12-25","Freitag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20091227","A","2009-12-27","Sonntag","B",,"2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20100106","A","2010-01-06","Mittwoch","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20100402","A","2010-04-02","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20100501","A","2010-05-01","Samstag","HF","Maifeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20101026","A","2010-10-26","Dienstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20101101","A","2010-11-01","Montag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20101208","A","2010-12-08","Mittwoch","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20101219","A","2010-12-19","Sonntag","B",,"2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20101224","A","2010-12-24","Freitag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20101226","A","2010-12-26","Sonntag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20101231","A","2010-12-31","Freitag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20110106","A","2011-01-06","Donnerstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20110422","A","2011-04-22","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20110501","A","2011-05-01","Sonntag","HF","Maifeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20110602","A","2011-06-02","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20110613","A","2011-06-13","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20111026","A","2011-10-26","Mittwoch","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20111101","A","2011-11-01","Dienstag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20111208","A","2011-12-08","Donnerstag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20111224","A","2011-12-24","Samstag","B","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20111226","A","2011-12-26","Montag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20111231","A","2011-12-31","Samstag","B","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20120101","A","2012-01-01","Sonntag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20120409","A","2012-04-09","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20120517","A","2012-05-17","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20120528","A","2012-05-28","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20120607","A","2012-06-07","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20120815","A","2012-08-15","Mittwoch","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20121225","A","2012-12-25","Dienstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130101","A","2013-01-01","Dienstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130329","A","2013-03-29","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130401","A","2013-04-01","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130520","A","2013-05-20","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20121101","A","2012-11-01","Donnerstag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20121208","A","2012-12-08","Samstag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20121224","A","2012-12-24","Montag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20121226","A","2012-12-26","Mittwoch","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20121231","A","2012-12-31","Montag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130106","A","2013-01-06","Sonntag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130501","A","2013-05-01","Mittwoch","HF","Maifeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130509","A","2013-05-09","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20130530","A","2013-05-30","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20131026","A","2013-10-26","Samstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20131101","A","2013-11-01","Freitag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20131208","A","2013-12-08","Sonntag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20131224","A","2013-12-24","Dienstag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20131226","A","2013-12-26","Donnerstag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20131231","A","2013-12-31","Dienstag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20140106","A","2014-01-06","Montag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20140501","A","2014-05-01","Donnerstag","HF","Maifeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20140529","A","2014-05-29","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20140619","A","2014-06-19","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20141026","A","2014-10-26","Sonntag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20141101","A","2014-11-01","Samstag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20141208","A","2014-12-08","Montag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20141224","A","2014-12-24","Mittwoch","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20141226","A","2014-12-26","Freitag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20141231","A","2014-12-31","Mittwoch","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20150106","A","2015-01-06","Dienstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20150406","A","2015-04-06","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20150501","A","2015-05-01","Freitag","HF","Maifeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20150514","A","2015-05-14","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20150525","A","2015-05-25","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20150604","A","2015-06-04","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20151026","A","2015-10-26","Montag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20151101","A","2015-11-01","Sonntag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20151208","A","2015-12-08","Dienstag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20151224","A","2015-12-24","Donnerstag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20151226","A","2015-12-26","Samstag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20151231","A","2015-12-31","Donnerstag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20160101","A","2016-01-01","Freitag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20160325","A","2016-03-25","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20160526","A","2016-05-26","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20160815","A","2016-08-15","Montag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20161225","A","2016-12-25","Sonntag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20170101","A","2017-01-01","Sonntag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20170414","A","2017-04-14","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20170605","A","2017-06-05","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20170815","A","2017-08-15","Dienstag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20171225","A","2017-12-25","Montag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20180106","A","2018-01-06","Samstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20241225","A","2024-12-25","Mittwoch","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250101","A","2025-01-01","Mittwoch","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250418","A","2025-04-18","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250421","A","2025-04-21","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250609","A","2025-06-09","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250815","A","2025-08-15","Freitag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20251225","A","2025-12-25","Donnerstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260106","A","2026-01-06","Dienstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260406","A","2026-04-06","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260501","A","2026-05-01","Freitag","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260514","A","2026-05-14","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260525","A","2026-05-25","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260604","A","2026-06-04","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20261026","A","2026-10-26","Montag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20261101","A","2026-11-01","Sonntag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20261208","A","2026-12-08","Dienstag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20261224","A","2026-12-24","Donnerstag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20261226","A","2026-12-26","Samstag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20261231","A","2026-12-31","Donnerstag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270106","A","2027-01-06","Mittwoch","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270326","A","2027-03-26","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270501","A","2027-05-01","Samstag","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270527","A","2027-05-27","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20271026","A","2027-10-26","Dienstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20271101","A","2027-11-01","Montag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20271208","A","2027-12-08","Mittwoch","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20271224","A","2027-12-24","Freitag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20271226","A","2027-12-26","Sonntag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20271231","A","2027-12-31","Freitag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280101","A","2028-01-01","Samstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280414","A","2028-04-14","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280605","A","2028-06-05","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280815","A","2028-08-15","Dienstag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20281225","A","2028-12-25","Montag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290101","A","2029-01-01","Montag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290330","A","2029-03-30","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290531","A","2029-05-31","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20290815","A","2029-08-15","Mittwoch","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20291225","A","2029-12-25","Dienstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300106","A","2030-01-06","Sonntag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300419","A","2030-04-19","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300422","A","2030-04-22","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300501","A","2030-05-01","Mittwoch","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300530","A","2030-05-30","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20300620","A","2030-06-20","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20301026","A","2030-10-26","Samstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20301101","A","2030-11-01","Freitag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20301208","A","2030-12-08","Sonntag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20301224","A","2030-12-24","Dienstag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20301226","A","2030-12-26","Donnerstag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20301231","A","2030-12-31","Dienstag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310106","A","2031-01-06","Montag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310411","A","2031-04-11","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310501","A","2031-05-01","Donnerstag","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20310602","A","2031-06-02","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20311026","A","2031-10-26","Sonntag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20311101","A","2031-11-01","Samstag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20311208","A","2031-12-08","Montag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20311224","A","2031-12-24","Mittwoch","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20311226","A","2031-12-26","Freitag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20311231","A","2031-12-31","Mittwoch","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320101","A","2032-01-01","Donnerstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320329","A","2032-03-29","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320506","A","2032-05-06","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320517","A","2032-05-17","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20320815","A","2032-08-15","Sonntag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20321225","A","2032-12-25","Samstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20240509","A","2024-05-09","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20240530","A","2024-05-30","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20241026","A","2024-10-26","Samstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20241101","A","2024-11-01","Freitag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20241208","A","2024-12-08","Sonntag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20241224","A","2024-12-24","Dienstag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20241226","A","2024-12-26","Donnerstag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20241231","A","2024-12-31","Dienstag","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250106","A","2025-01-06","Montag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250501","A","2025-05-01","Donnerstag","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250529","A","2025-05-29","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20250619","A","2025-06-19","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20251026","A","2025-10-26","Sonntag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20251101","A","2025-11-01","Samstag","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20251208","A","2025-12-08","Montag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20251224","A","2025-12-24","Mittwoch","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20251226","A","2025-12-26","Freitag","HF","Stefanitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20251231","A","2025-12-31","Mittwoch","A","Silvester","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260101","A","2026-01-01","Donnerstag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260403","A","2026-04-03","Freitag","A","Karfreitag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20260815","A","2026-08-15","Samstag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20261225","A","2026-12-25","Freitag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270101","A","2027-01-01","Freitag","HF","Neujahr","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270329","A","2027-03-29","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270506","A","2027-05-06","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270517","A","2027-05-17","Montag","HF","Pfingstmontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20270815","A","2027-08-15","Sonntag","HF","Mariä Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20271225","A","2027-12-25","Samstag","HF","Christtag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280106","A","2028-01-06","Donnerstag","HF","Heilige Drei Könige","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280417","A","2028-04-17","Montag","HF","Ostermontag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280501","A","2028-05-01","Montag","HF","Staatsfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280525","A","2028-05-25","Donnerstag","HF","Christi Himmelfahrt","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20280615","A","2028-06-15","Donnerstag","HF","Fronleichnam","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20281026","A","2028-10-26","Donnerstag","HF","Nationalfeiertag","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20281101","A","2028-11-01","Mittwoch","HF","Allerheiligen","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20281208","A","2028-12-08","Freitag","HF","Mariä Empfängnis","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
"20281224","A","2028-12-24","Sonntag","A","Heiliger Abend","2022-05-10T05:29:47.000","2022-04-12T18:02:01.000"
